FL round,Epoch,Client 1 Epoch Time (seconds),Client 1 Training Loss,Client 1 Training Accuracy,Client 1 True Positives,Client 1 True Negatives,Client 1 False Positives,Client 1 False Negatives,Client 2 Epoch Time (seconds),Client 2 Training Loss,Client 2 Training Accuracy,Client 2 True Positives,Client 2 True Negatives,Client 2 False Positives,Client 2 False Negatives,Client 3 Epoch Time (seconds),Client 3 Training Loss,Client 3 Training Accuracy,Client 3 True Positives,Client 3 True Negatives,Client 3 False Positives,Client 3 False Negatives,Client 4 Epoch Time (seconds),Client 4 Training Loss,Client 4 Training Accuracy,Client 4 True Positives,Client 4 True Negatives,Client 4 False Positives,Client 4 False Negatives,Client 5 Epoch Time (seconds),Client 5 Training Loss,Client 5 Training Accuracy,Client 5 True Positives,Client 5 True Negatives,Client 5 False Positives,Client 5 False Negatives,Server Aggregation Time (seconds),FL Round Time (seconds)
1,1,6.9100518226623535,2.932731256856536e+27,0.9911399483680725,331.0,38151.0,95.0,249.0,6.548702955245972,6.411469610012184e+27,0.9891825318336487,329.0,38077.0,160.0,260.0,6.291658878326416,1.7505824657673573e+24,0.9912171959877014,320.0,38165.0,96.0,245.0,6.327687978744507,3.103054841042555e+26,0.9915520548820496,302.0,38196.0,111.0,217.0,6.62480616569519,2.786721352045986e+28,0.991346001625061,294.0,38196.0,102.0,234.0,9.417533874511719e-05,
1,2,6.951251983642578,3.531300417174905e+28,0.9918868541717529,298.0,38213.0,75.0,240.0,7.376483917236328,5.49254372581477e+27,0.9917323589324951,312.0,38193.0,85.0,236.0,7.946398973464966,3.908722248815871e+21,0.989130973815918,328.0,38076.0,179.0,243.0,7.485444068908691,1.980005742912954e+28,0.9907535910606384,295.0,38172.0,124.0,235.0,6.806955099105835,7.769073530529766e+26,0.986400842666626,320.0,37978.0,305.0,223.0,5.1021575927734375e-05,
1,3,6.719592094421387,3.438060773715925e+27,0.98591148853302,313.0,37966.0,313.0,234.0,6.679153919219971,1.757411449962276e+28,0.9910112023353577,306.0,38171.0,96.0,253.0,7.278030157089233,7.078852998620774e+16,0.9907535910606384,322.0,38145.0,111.0,248.0,7.066471099853516,2.1802370526563774e+21,0.9879462122917175,322.0,38036.0,238.0,230.0,7.091382026672363,2.22455420327268e+25,0.989980936050415,291.0,38146.0,114.0,275.0,6.389617919921875e-05,
1,4,7.813796043395996,6.209315726205121e+26,0.9818935990333557,326.0,37797.0,452.0,251.0,7.395583152770996,2.6745434783272804e+22,0.9908566474914551,300.0,38171.0,105.0,250.0,7.293201923370361,4.684615412968937e+28,0.990908145904541,329.0,38144.0,84.0,269.0,7.350151300430298,3.785599793247854e+27,0.9907535910606384,338.0,38129.0,123.0,236.0,7.252462148666382,5.627655353256153e+27,0.9884355664253235,341.0,38036.0,207.0,242.0,5.7220458984375e-05,
1,5,7.149064302444458,3.142315489176489e+27,0.9905990958213806,321.0,38140.0,120.0,245.0,7.811556816101074,2.2060018515891484e+26,0.9908308982849121,326.0,38144.0,134.0,222.0,7.610608100891113,1.653983892668759e+23,0.9899294376373291,279.0,38156.0,133.0,258.0,8.51457405090332,1.7991959889990724e+26,0.9885643720626831,321.0,38061.0,208.0,236.0,9.016046047210693,1.5048594407993716e+23,0.9885901212692261,300.0,38083.0,198.0,245.0,6.866455078125e-05,
1,6,9.518933057785034,6.217477156079141e+28,0.9918868541717529,317.0,38194.0,80.0,235.0,9.079205989837646,2.719547307275059e+16,0.9914232492446899,321.0,38172.0,119.0,214.0,9.055896043777466,3.824196879014219e+19,0.9907535910606384,330.0,38137.0,104.0,255.0,9.068300008773804,1.1760277629270266e+23,0.9908051490783691,318.0,38151.0,110.0,247.0,10.706034183502197,4.308065491269063e+22,0.9831556081771851,321.0,37851.0,420.0,234.0,7.128715515136719e-05,
1,7,11.532557964324951,1.9144536022098987e+21,0.9903415441513062,285.0,38166.0,124.0,251.0,11.785928010940552,6.552579795808317e+24,0.9767938852310181,329.0,37596.0,692.0,209.0,11.486415147781372,2.796825469412663e+25,0.9901869893074036,312.0,38133.0,137.0,244.0,11.691828966140747,2.8590525629494102e+25,0.9916550517082214,308.0,38194.0,70.0,254.0,11.551770687103271,1.210791508552849e+28,0.9869417548179626,325.0,37994.0,254.0,253.0,8.392333984375e-05,
1,8,10.599216938018799,2.6561567142022144e+27,0.9875856637954712,302.0,38042.0,233.0,249.0,8.757317066192627,1.3700907429420044e+28,0.9902384877204895,317.0,38130.0,130.0,249.0,7.351039886474609,1.6479451060004105e+23,0.988615870475769,338.0,38046.0,197.0,245.0,6.783646106719971,2.2068664578625808e+28,0.990959644317627,304.0,38171.0,96.0,255.0,6.4916229248046875,3.9170642780249364e+27,0.9835419654846191,379.0,37808.0,405.0,234.0,5.888938903808594e-05,
1,9,6.293246269226074,7.405231426159444e+26,0.9907278418540955,317.0,38149.0,101.0,259.0,6.301710844039917,3.219584620456633e+27,0.9902642369270325,326.0,38122.0,129.0,249.0,6.444483041763306,1.243569100132961e+27,0.9871478080749512,314.0,38013.0,245.0,254.0,6.299414873123169,3.8385156805758397e+27,0.989079475402832,342.0,38060.0,191.0,233.0,6.338710069656372,1.6002390513778429e+28,0.991397500038147,311.0,38181.0,94.0,240.0,6.079673767089844e-05,
1,10,6.4829161167144775,6.752073539216114e+26,0.9911656975746155,298.0,38185.0,115.0,228.0,6.597667932510376,4.52378631725908e+17,0.979987621307373,361.0,37688.0,566.0,211.0,6.677251100540161,1.1676458894481162e+18,0.9888991713523865,309.0,38086.0,183.0,248.0,6.728327035903931,8.406759173987784e+27,0.9883583188056946,326.0,38048.0,215.0,237.0,6.692410945892334,4.8788284456889164e+26,0.9902384877204895,295.0,38152.0,124.0,255.0,5.793571472167969e-05,
