Node,Epoch,FL Round,Accuracy,Loss,Epoch Time,FL Round Time,Convergence Time,Confusion Matrix,Contributing Nodes,Miner Node,Model Weights Hash,Update Count,Training Time per Node
2,22,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,23,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,24,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,25,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,26,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,27,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,28,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,29,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,30,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,31,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,32,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,33,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,34,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,35,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,36,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,37,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,38,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
2,39,1,0.7893055081367493,0.5169613361358643,2754.2770879268646,2865.2945840358734,110171.08351707458,[382852      0 102462      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2754.2770879268646
0,0,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,1,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,2,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,3,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,4,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,5,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,6,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,7,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,8,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,9,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,10,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,11,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,12,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,13,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,14,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,15,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,16,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,17,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,18,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,19,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,20,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,21,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,22,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,23,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,24,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,25,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,26,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,27,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,28,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,29,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,30,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,31,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,32,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,33,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,34,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,35,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,36,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,37,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,38,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
0,39,1,0.9226047396659851,0.19081954658031464,2729.752452850342,2865.2945840358734,109190.09811401367,[347236  35152   2409 100517],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2729.752452850342
3,0,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,1,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,2,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,3,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,4,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,5,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,6,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,7,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,8,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,9,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,10,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,11,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,12,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,13,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,14,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,15,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,16,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,17,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,18,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,19,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,20,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,21,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
3,22,1,0.8059648275375366,0.5169278383255005,2750.2605650424957,2865.2945840358734,110010.42260169983,[382902      0 102412      0],"2, 0, 3, 1, 4",2,8c2b1d53638191d15e6f2f7b1b58238483e02e2dba262ec089feb0e8e08d730f,5,2750.2605650424957
