Node,Epoch,FL Round,Accuracy,Loss,Epoch Time,FL Round Time,Confusion Matrix,Convergence Time
0,1,1,0.8515847325325012,333438910464.0,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,2,1,0.787716805934906,0.533624529838562,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,3,1,0.787716805934906,0.5207053422927856,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,4,1,0.7880712151527405,118443424.0,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,5,1,0.7877188920974731,0.5186866521835327,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,6,1,0.7877188920974731,0.5186328291893005,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,7,1,0.7877188920974731,0.5187143087387085,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,8,1,0.7877188920974731,0.5187932848930359,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,9,1,0.7877188920974731,0.518807590007782,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,10,1,0.7877188920974731,0.5187298059463501,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,11,1,0.7877188920974731,0.5187526941299438,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,12,1,0.7877188920974731,0.5187245607376099,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,13,1,0.7877188920974731,0.5187243223190308,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,14,1,0.7877188920974731,0.5187409520149231,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,15,1,0.7877188920974731,0.51876300573349,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,16,1,0.7877188920974731,0.5187181234359741,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,17,1,0.7877188920974731,0.5187050104141235,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,18,1,0.7877188920974731,0.5187514424324036,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,19,1,0.7877188920974731,0.5186781883239746,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,20,1,0.7877188920974731,0.5186868906021118,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,21,1,0.7877188920974731,0.5187639594078064,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,22,1,0.7877188920974731,0.5188310146331787,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,23,1,0.7877188920974731,0.518775999546051,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,24,1,0.7877188920974731,0.518681526184082,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,25,1,0.7877188920974731,0.5188125371932983,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,26,1,0.7877188920974731,0.5186358690261841,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,27,1,0.7877188920974731,0.5187658667564392,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,28,1,0.7877188920974731,0.5187211632728577,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,29,1,0.7877188920974731,0.5186588168144226,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,30,1,0.7877188920974731,0.5187684297561646,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,31,1,0.7877188920974731,0.518705427646637,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,32,1,0.7877188920974731,0.5187378525733948,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,33,1,0.7877188920974731,0.5186307430267334,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,34,1,0.7877188920974731,0.5187605023384094,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,35,1,0.7877188920974731,0.5185571908950806,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,36,1,0.7877188920974731,0.5187434554100037,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,37,1,0.7877188920974731,0.5186474919319153,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,38,1,0.7877188920974731,0.5188086628913879,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,39,1,0.7877188920974731,0.5187373757362366,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
0,40,1,0.7877188920974731,0.5186818838119507,496.7911150455475,2559.738580942154,"382291, 0, 103023, 0",
1,1,1,0.9451035857200623,8487191445504.0,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,2,1,0.7939746379852295,1.0563044548034668,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,3,1,0.7884029746055603,0.4208570718765259,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,4,1,0.7882937788963318,0.3956490755081177,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,5,1,0.7861714363098145,0.39849627017974854,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,6,1,0.7840284705162048,0.4007355272769928,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,7,1,0.7844179272651672,0.4004375636577606,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,8,1,0.7842159867286682,0.4008961617946625,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,9,1,0.7842922210693359,0.40062910318374634,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,10,1,0.7842922210693359,0.4003148674964905,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,11,1,0.7851061224937439,0.4006066620349884,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,12,1,0.7847249507904053,0.4004606306552887,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
1,13,1,0.7840120196342468,0.4004838168621063,536.0476560592651,2559.738580942154,"382902, 0, 102412, 0",
