Node,Epoch,FL Round,Accuracy,Loss,Epoch Time,FL Round Time,Convergence Time,Confusion Matrix,Contributing Nodes,Miner Node
2,20,1,0.787918746471405,0.5183947682380676,2278.1973140239716,2347.4976041316986,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,21,1,0.787918746471405,0.5183478593826294,2278.1973140239716,2347.497661113739,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,22,1,0.787918746471405,0.5184994339942932,2278.1973140239716,2347.4977202415466,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,23,1,0.787918746471405,0.5184288620948792,2278.1973140239716,2347.4977769851685,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,24,1,0.787918746471405,0.5184020400047302,2278.1973140239716,2347.4978351593018,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,25,1,0.787918746471405,0.5183852910995483,2278.1973140239716,2347.497893333435,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,26,1,0.787918746471405,0.5184116959571838,2278.1973140239716,2347.497952222824,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,27,1,0.787918746471405,0.5184699296951294,2278.1973140239716,2347.4980092048645,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,28,1,0.787918746471405,0.5184802412986755,2278.1973140239716,2347.498067140579,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,29,1,0.787918746471405,0.5184761881828308,2278.1973140239716,2347.4981241226196,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,30,1,0.787918746471405,0.5185471773147583,2278.1973140239716,2347.4981820583344,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,31,1,0.787918746471405,0.5184180736541748,2278.1973140239716,2347.498239994049,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,32,1,0.787918746471405,0.5183513760566711,2278.1973140239716,2347.498298883438,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,33,1,0.787918746471405,0.5184606909751892,2278.1973140239716,2347.4983570575714,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,34,1,0.787918746471405,0.5184935927391052,2278.1973140239716,2347.4984152317047,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,35,1,0.787918746471405,0.5184054970741272,2278.1973140239716,2347.498481988907,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,36,1,0.787918746471405,0.5184468030929565,2278.1973140239716,2347.49854016304,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,37,1,0.787918746471405,0.5184665322303772,2278.1973140239716,2347.498598098755,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,38,1,0.787918746471405,0.518485963344574,2278.1973140239716,2347.4986560344696,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,39,1,0.787918746471405,0.5183276534080505,2278.1973140239716,2347.498714208603,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
2,40,1,0.787918746471405,0.5184956789016724,2278.1973140239716,2347.4987721443176,91127.89256095886,[382388      0 102926      0],"4, 2, 0, 3, 1",1
0,1,1,0.8315235376358032,290162049024.0,2306.919039964676,2347.49907207489,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,2,1,0.7877188920974731,0.5186699628829956,2306.919039964676,2347.4991528987885,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,3,1,0.7877188920974731,0.5187109112739563,2306.919039964676,2347.4992163181305,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,4,1,0.7877188920974731,0.5188063383102417,2306.919039964676,2347.499276161194,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,5,1,0.7877188920974731,0.518734335899353,2306.919039964676,2347.499335050583,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,6,1,0.7877188920974731,0.5187247395515442,2306.919039964676,2347.4993979930878,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,7,1,0.7877188920974731,0.5186249017715454,2306.919039964676,2347.4994592666626,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,8,1,0.7877188920974731,0.518732488155365,2306.919039964676,2347.4995181560516,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,9,1,0.7877188920974731,0.5187410712242126,2306.919039964676,2347.4995760917664,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,10,1,0.7877188920974731,0.5186687707901001,2306.919039964676,2347.4996349811554,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,11,1,0.7877188920974731,0.5186448097229004,2306.919039964676,2347.4996931552887,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,12,1,0.7877188920974731,0.5186977982521057,2306.919039964676,2347.4997510910034,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,13,1,0.7877188920974731,0.5186625123023987,2306.919039964676,2347.4998121261597,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,14,1,0.7877188920974731,0.5186903476715088,2306.919039964676,2347.4998750686646,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,15,1,0.7877188920974731,0.5186695456504822,2306.919039964676,2347.4999351501465,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,16,1,0.7877188920974731,0.5184663534164429,2306.919039964676,2347.499993085861,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,17,1,0.7877188920974731,0.5187747478485107,2306.919039964676,2347.5000550746918,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,18,1,0.7877188920974731,0.5186409950256348,2306.919039964676,2347.5001151561737,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,19,1,0.7877188920974731,0.5186806917190552,2306.919039964676,2347.5001730918884,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,20,1,0.7877188920974731,0.5186987519264221,2306.919039964676,2347.5002319812775,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,21,1,0.7877188920974731,0.5187143087387085,2306.919039964676,2347.5002901554108,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,22,1,0.7877188920974731,0.5187902450561523,2306.919039964676,2347.5003480911255,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,23,1,0.7877188920974731,0.5188766121864319,2306.919039964676,2347.50040602684,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,24,1,0.7877188920974731,0.5186772346496582,2306.919039964676,2347.500463962555,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,25,1,0.7877188920974731,0.5187134146690369,2306.919039964676,2347.5005221366882,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,26,1,0.7877188920974731,0.5186976790428162,2306.919039964676,2347.500591993332,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,27,1,0.7877188920974731,0.5186617970466614,2306.919039964676,2347.5006489753723,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,28,1,0.7877188920974731,0.5187020897865295,2306.919039964676,2347.500717163086,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,29,1,0.7877188920974731,0.5186647176742554,2306.919039964676,2347.5008652210236,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,30,1,0.7877188920974731,0.5185803174972534,2306.919039964676,2347.5009450912476,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,31,1,0.7877188920974731,0.5187904238700867,2306.919039964676,2347.501009941101,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,32,1,0.7877188920974731,0.5185993909835815,2306.919039964676,2347.50107216835,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,33,1,0.7877188920974731,0.5187676548957825,2306.919039964676,2347.5011310577393,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,34,1,0.7877188920974731,0.5185742378234863,2306.919039964676,2347.5011892318726,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,35,1,0.7877188920974731,0.5187360048294067,2306.919039964676,2347.5012471675873,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,36,1,0.7877188920974731,0.5186455249786377,2306.919039964676,2347.501305103302,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,37,1,0.7877188920974731,0.5186768770217896,2306.919039964676,2347.5013620853424,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,38,1,0.7877188920974731,0.5186595320701599,2306.919039964676,2347.501419067383,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,39,1,0.7877188920974731,0.5186404585838318,2306.919039964676,2347.501477241516,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
0,40,1,0.7877188920974731,0.518649160861969,2306.919039964676,2347.501549243927,92276.76159858704,[382291      0 103023      0],"4, 2, 0, 3, 1",1
3,1,1,0.7906530499458313,3497852928000.0,2289.4493231773376,2347.5018451213837,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,2,1,0.7888727784156799,11.803810119628906,2289.4493231773376,2347.501925945282,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,3,1,0.7888748049736023,0.407919704914093,2289.4493231773376,2347.501991033554,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,4,1,0.7887965440750122,0.40844354033470154,2289.4493231773376,2347.502053260803,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,5,1,0.7865299582481384,0.41364380717277527,2289.4493231773376,2347.5021131038666,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,6,1,0.7860127687454224,0.414257675409317,2289.4493231773376,2347.502174139023,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,7,1,0.7861590385437012,0.4137382507324219,2289.4493231773376,2347.5022361278534,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,8,1,0.7865340709686279,0.414239764213562,2289.4493231773376,2347.5023000240326,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,9,1,0.7858293652534485,0.41451409459114075,2289.4493231773376,2347.5023612976074,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,10,1,0.7859612703323364,0.41427284479141235,2289.4493231773376,2347.5024242401123,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,11,1,0.7860168814659119,0.4143652021884918,2289.4493231773376,2347.502487182617,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,12,1,0.785711944103241,0.41466400027275085,2289.4493231773376,2347.502547979355,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,13,1,0.7862064838409424,0.41412079334259033,2289.4493231773376,2347.5026071071625,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,14,1,0.7863589525222778,0.4143248200416565,2289.4493231773376,2347.502669095993,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,15,1,0.7857860922813416,0.41432803869247437,2289.4493231773376,2347.502729177475,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,16,1,0.785668671131134,0.4145289957523346,2289.4493231773376,2347.5027899742126,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,17,1,0.7858067154884338,0.4144226908683777,2289.4493231773376,2347.5028500556946,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,18,1,0.7863135933876038,0.41416656970977783,2289.4493231773376,2347.5029089450836,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,19,1,0.7861157655715942,0.4139178991317749,2289.4493231773376,2347.5029680728912,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,20,1,0.7857325077056885,0.41428491473197937,2289.4493231773376,2347.5030269622803,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,21,1,0.7853966951370239,0.4144684672355652,2289.4493231773376,2347.503086090088,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,22,1,0.7861981987953186,0.41419002413749695,2289.4493231773376,2347.503144979477,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,23,1,0.785930335521698,0.41438162326812744,2289.4493231773376,2347.5032031536102,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,24,1,0.7865381836891174,0.4140743613243103,2289.4493231773376,2347.5032620429993,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,25,1,0.7858211398124695,0.4142819046974182,2289.4493231773376,2347.5033202171326,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,26,1,0.7856191992759705,0.414085328578949,2289.4493231773376,2347.5033791065216,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,27,1,0.7864269614219666,0.41399285197257996,2289.4493231773376,2347.503437280655,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,28,1,0.7861219644546509,0.4144722521305084,2289.4493231773376,2347.5034959316254,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,29,1,0.7869482636451721,0.4139271080493927,2289.4493231773376,2347.5035552978516,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,30,1,0.786350667476654,0.41366472840309143,2289.4493231773376,2347.5036129951477,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,31,1,0.7864475250244141,0.41388165950775146,2289.4493231773376,2347.5036721229553,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,32,1,0.7854193449020386,0.4143941104412079,2289.4493231773376,2347.5037310123444,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,33,1,0.7859262228012085,0.4143451452255249,2289.4493231773376,2347.503790140152,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,34,1,0.7864227890968323,0.4145452678203583,2289.4493231773376,2347.5038480758667,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,35,1,0.7866865396499634,0.4140278398990631,2289.4493231773376,2347.5039072036743,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,36,1,0.7859921455383301,0.41465309262275696,2289.4493231773376,2347.5039660930634,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,37,1,0.7868266701698303,0.41418009996414185,2289.4493231773376,2347.5040242671967,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,38,1,0.7857716679573059,0.41414305567741394,2289.4493231773376,2347.5040831565857,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,39,1,0.7861796617507935,0.41390806436538696,2289.4493231773376,2347.5041410923004,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
3,40,1,0.7862043976783752,0.41429808735847473,2289.4493231773376,2347.5041999816895,91577.9729270935,[382852      0 102462      0],"4, 2, 0, 3, 1",1
1,1,1,0.8395389318466187,37001520742400.0,2268.3550539016724,2347.5044910907745,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,2,1,0.788977861404419,0.42961323261260986,2268.3550539016724,2347.5045881271362,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,3,1,0.788977861404419,0.429390549659729,2268.3550539016724,2347.504651069641,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,4,1,0.788977861404419,0.42957252264022827,2268.3550539016724,2347.50470995903,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,5,1,0.7882031202316284,41883156.0,2268.3550539016724,2347.5047681331635,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,6,1,0.7889757752418518,20.877708435058594,2268.3550539016724,2347.5048263072968,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,7,1,0.788977861404419,0.5170440077781677,2268.3550539016724,2347.5048871040344,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,8,1,0.788977861404419,0.5169550776481628,2268.3550539016724,2347.5049459934235,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,9,1,0.788977861404419,0.5171090364456177,2268.3550539016724,2347.5050032138824,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,10,1,0.788977861404419,0.5170628428459167,2268.3550539016724,2347.50506401062,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,11,1,0.788977861404419,0.5169178247451782,2268.3550539016724,2347.5051231384277,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,12,1,0.788977861404419,0.5169336199760437,2268.3550539016724,2347.505182981491,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,13,1,0.788977861404419,0.5170495510101318,2268.3550539016724,2347.5052411556244,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,14,1,0.788977861404419,0.5170467495918274,2268.3550539016724,2347.5053009986877,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,15,1,0.788977861404419,0.5169585943222046,2268.3550539016724,2347.5053720474243,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,16,1,0.788977861404419,0.5170415043830872,2268.3550539016724,2347.5054421424866,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,17,1,0.788977861404419,0.5171326398849487,2268.3550539016724,2347.505504131317,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,18,1,0.788977861404419,0.5170172452926636,2268.3550539016724,2347.505563020706,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,19,1,0.788977861404419,0.5170509219169617,2268.3550539016724,2347.5056211948395,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
1,20,1,0.788977861404419,0.516988217830658,2268.3550539016724,2347.50567817688,90734.2021560669,[382902      0 102412      0],"4, 2, 0, 3, 1",1
