Node,FL Round,Epoch,Training Time,Loss,Accuracy,TP,TN,FP,FN,Aggregation Time,Round Time,Epsilon
1.0,1.0,30.0,294.4496829509735,14586307.0,0.9860402941703796,0.0,38284.0,0.0,542.0,,,
2.0,1.0,30.0,237.41595196723938,0.07627317309379578,0.9858084917068481,0.0,38275.0,0.0,551.0,,,
3.0,1.0,30.0,262.9422097206116,0.07816381752490997,0.9849327802658081,0.0,38241.0,0.0,585.0,,,
4.0,1.0,30.0,313.6211178302765,0.07977020740509033,0.9847267270088196,0.0,38233.0,0.0,593.0,,,
5.0,1.0,30.0,317.29159688949585,0.08167543262243271,0.9847267270088196,0.0,38233.0,0.0,593.0,,,
,,,,,,,,,,0.007942914962768555,1434.0425798892975,
1.0,2.0,30.0,318.769553899765,0.07724080234766006,0.9855766892433167,0.0,38266.0,0.0,560.0,,,
2.0,2.0,30.0,306.62380385398865,0.07242649793624878,0.9863235950469971,0.0,38295.0,0.0,531.0,,,
3.0,2.0,30.0,256.1553587913513,0.07655699551105499,0.9853448867797852,0.0,38257.0,0.0,569.0,,,
4.0,2.0,30.0,197.28756880760193,0.07959788292646408,0.9852933883666992,0.0,38255.0,0.0,571.0,,,
5.0,2.0,30.0,164.51613783836365,0.07825023680925369,0.9849585294723511,0.0,38242.0,0.0,584.0,,,
,,,,,,,,,,0.002440929412841797,1250.0730428695679,
1.0,3.0,30.0,171.40704011917114,0.043662793934345245,0.9856539368629456,0.0,38269.0,0.0,557.0,,,
2.0,3.0,30.0,163.7077920436859,0.07511331886053085,0.9857569932937622,0.0,38273.0,0.0,553.0,,,
3.0,3.0,30.0,160.26504492759705,0.046667005866765976,0.9853963851928711,0.0,38259.0,0.0,567.0,,,
4.0,3.0,30.0,160.86126327514648,0.07588797807693481,0.9856796860694885,0.0,38270.0,0.0,556.0,,,
5.0,3.0,30.0,163.39859008789062,0.6957151293754578,0.9843661189079285,0.0,38219.0,1.0,606.0,,,
,,,,,,,,,,0.002513885498046875,824.959135055542,
1.0,4.0,30.0,166.23180603981018,0.07829321920871735,0.9849070310592651,0.0,38240.0,0.0,586.0,,,
2.0,4.0,30.0,167.54167699813843,0.08170976489782333,0.984082818031311,0.0,38208.0,0.0,618.0,,,
3.0,4.0,30.0,192.56877374649048,0.07728515565395355,0.9852418303489685,0.0,38253.0,0.0,573.0,,,
4.0,4.0,30.0,194.07379603385925,0.07504258304834366,0.9857569932937622,0.0,38273.0,0.0,553.0,,,
5.0,4.0,30.0,182.4928901195526,0.07235969603061676,0.9864781498908997,0.0,38301.0,0.0,525.0,,,
,,,,,,,,,,0.0025908946990966797,908.7305541038513,
1.0,5.0,30.0,169.43219804763794,0.07722450792789459,0.9851645827293396,0.0,38250.0,0.0,576.0,,,
2.0,5.0,30.0,168.91468906402588,0.07211285829544067,0.986375093460083,0.0,38297.0,0.0,529.0,,,
3.0,5.0,30.0,168.89520692825317,0.07471875101327896,0.9857569932937622,0.0,38273.0,0.0,553.0,,,
4.0,5.0,30.0,169.71625590324402,0.0782962515950203,0.984984278678894,0.0,38243.0,0.0,583.0,,,
5.0,5.0,30.0,192.06582903862,0.07508444041013718,0.9856796860694885,0.0,38270.0,0.0,556.0,,,
,,,,,,,,,,0.0029921531677246094,874.6652917861938,
1.0,6.0,30.0,186.92603993415833,0.07711173593997955,0.9851903319358826,0.0,38251.0,0.0,575.0,,,
2.0,6.0,30.0,179.6246440410614,0.07305346429347992,0.9861432909965515,0.0,38288.0,0.0,538.0,,,
3.0,6.0,30.0,170.3052020072937,0.07393112778663635,0.985937237739563,0.0,38280.0,0.0,546.0,,,
4.0,6.0,30.0,168.89576125144958,0.07010526955127716,0.9853191375732422,0.0,38256.0,0.0,570.0,,,
5.0,6.0,30.0,167.30196523666382,0.07140493392944336,0.9865296483039856,0.0,38303.0,0.0,523.0,,,
,,,,,,,,,,0.002811908721923828,878.7933340072632,
1.0,7.0,30.0,167.86736011505127,0.8812235593795776,0.985499382019043,0.0,38263.0,1.0,562.0,,,
2.0,7.0,30.0,168.70351004600525,0.07569228857755661,0.9855251908302307,0.0,38264.0,0.0,562.0,,,
3.0,7.0,30.0,170.35305213928223,200611.625,0.9854221343994141,0.0,38260.0,0.0,566.0,,,
4.0,7.0,30.0,170.22220277786255,0.07439736276865005,0.9858342409133911,0.0,38276.0,0.0,550.0,,,
5.0,7.0,30.0,171.34682488441467,0.07667367905378342,0.9853191375732422,0.0,38256.0,0.0,570.0,,,
,,,,,,,,,,0.0028302669525146484,854.1616578102112,
1.0,8.0,30.0,168.57502913475037,5736750.5,0.9850615859031677,0.0,38246.0,0.0,580.0,,,
2.0,8.0,30.0,169.77141094207764,0.08073986321687698,0.9844176769256592,0.0,38221.0,0.0,605.0,,,
3.0,8.0,30.0,168.70311307907104,24883.498046875,0.986375093460083,0.0,38297.0,0.0,529.0,,,
4.0,8.0,30.0,169.36897373199463,0.07865642011165619,0.9851388335227966,0.0,38249.0,0.0,577.0,,,
5.0,8.0,30.0,169.1676459312439,0.0702938660979271,0.985447883605957,0.0,38261.0,0.0,565.0,,,
,,,,,,,,,,0.002808094024658203,851.1690368652344,
1.0,9.0,30.0,168.56755185127258,0.06934123486280441,0.9851903319358826,0.0,38251.0,0.0,575.0,,,
2.0,9.0,30.0,172.4380748271942,0.05113951116800308,0.9852933883666992,0.0,38255.0,0.0,571.0,,,
3.0,9.0,30.0,170.6305389404297,0.07403403520584106,0.985937237739563,0.0,38280.0,0.0,546.0,,,
