Node,FL Round,Epoch,Training Time,Loss,Accuracy,TP,TN,FP,FN,Aggregation Time,Round Time,Epsilon
1.0,1.0,30.0,194.4940538406372,0.0768173336982727,0.9852675795555115,0.0,38254.0,0.0,572.0,,,
2.0,1.0,30.0,180.14796113967896,6895957.5,0.9852675795555115,0.0,38254.0,0.0,572.0,,,
3.0,1.0,30.0,198.56620073318481,0.07245074212551117,0.9863235950469971,0.0,38295.0,0.0,531.0,,,
4.0,1.0,30.0,207.86607599258423,0.07505820691585541,0.98591148853302,0.0,38279.0,0.0,547.0,,,
5.0,1.0,30.0,223.78283596038818,0.07935220748186111,0.9847009778022766,0.0,38232.0,0.0,594.0,,,
,,,,,,,,,,0.0070950984954833984,1011.2258410453796,
1.0,2.0,30.0,231.14761900901794,0.07408883422613144,0.985962986946106,0.0,38281.0,0.0,545.0,,,
2.0,2.0,30.0,238.73804593086243,0.07772702723741531,0.9851645827293396,0.0,38250.0,0.0,576.0,,,
3.0,2.0,30.0,236.5867600440979,0.0753943920135498,0.9859887957572937,0.0,38282.0,0.0,544.0,,,
4.0,2.0,30.0,240.58303880691528,0.07513145357370377,0.9856539368629456,0.0,38269.0,0.0,557.0,,,
5.0,2.0,30.0,233.74930572509766,0.0676833838224411,0.9856281876564026,0.0,38268.0,0.0,558.0,,,
,,,,,,,,,,0.0024268627166748047,1188.1346991062164,
1.0,3.0,30.0,231.53659796714783,0.07312028855085373,0.9861432909965515,0.0,38288.0,0.0,538.0,,,
2.0,3.0,30.0,234.38354516029358,0.07548189163208008,0.9856539368629456,0.0,38269.0,0.0,557.0,,,
3.0,3.0,30.0,231.87737798690796,0.06909521669149399,0.98459792137146,0.0,38228.0,0.0,598.0,,,
4.0,3.0,30.0,231.68517088890076,0.06475404649972916,0.9860660433769226,0.0,38285.0,0.0,541.0,,,
5.0,3.0,30.0,228.54090404510498,0.06779568642377853,0.985499382019043,0.0,38263.0,0.0,563.0,,,
,,,,,,,,,,0.002619028091430664,1165.1744990348816,
1.0,4.0,30.0,226.51763606071472,0.07453648746013641,0.9858599901199341,0.0,38277.0,0.0,549.0,,,
2.0,4.0,30.0,231.908029794693,0.07979676872491837,0.984572172164917,0.0,38227.0,0.0,599.0,,,
3.0,4.0,30.0,225.23890209197998,0.06616652011871338,0.9861947894096375,0.0,38290.0,0.0,536.0,,,
4.0,4.0,30.0,224.20231914520264,0.07700111716985703,0.9853191375732422,0.0,38256.0,0.0,570.0,,,
5.0,4.0,30.0,202.528981924057,0.08031987398862839,0.984520673751831,0.0,38225.0,0.0,601.0,,,
,,,,,,,,,,0.002279043197631836,1117.2632880210876,
1.0,5.0,30.0,197.05418515205383,0.07859615981578827,0.9848297238349915,0.0,38237.0,0.0,589.0,,,
2.0,5.0,30.0,194.99293398857117,0.07751620560884476,0.985447883605957,0.0,38261.0,0.0,565.0,,,
3.0,5.0,30.0,194.23014783859253,0.07931994646787643,0.9850873351097107,0.0,38247.0,0.0,579.0,,,
4.0,5.0,30.0,193.29445815086365,0.07925770431756973,0.9847524762153625,0.0,38234.0,0.0,592.0,,,
5.0,5.0,30.0,191.56225490570068,0.0748637318611145,0.9857827425003052,0.0,38274.0,0.0,552.0,,,
,,,,,,,,,,0.002229928970336914,977.1283710002899,
1.0,6.0,30.0,192.82174110412598,0.07773557305335999,0.98503577709198,0.0,38245.0,0.0,581.0,,,
2.0,6.0,30.0,203.2416410446167,0.07535018771886826,0.9856024384498596,0.0,38267.0,0.0,559.0,,,
3.0,6.0,30.0,224.11853909492493,0.07640910893678665,0.9850873351097107,0.0,38247.0,0.0,579.0,,,
4.0,6.0,30.0,227.67066383361816,0.07355013489723206,0.9861690402030945,0.0,38289.0,0.0,537.0,,,
5.0,6.0,30.0,201.44063019752502,0.1438797563314438,0.9843919277191162,0.0,38220.0,1.0,605.0,,,
,,,,,,,,,,0.004541873931884766,1055.7182750701904,
1.0,7.0,30.0,259.2925748825073,7.885227680206299,0.987276554107666,0.0,38332.0,1.0,493.0,,,
2.0,7.0,30.0,231.83354878425598,0.06869086623191833,0.9860145449638367,0.0,38283.0,0.0,543.0,,,
3.0,7.0,30.0,228.50745391845703,0.07610122114419937,0.985499382019043,0.0,38263.0,0.0,563.0,,,
4.0,7.0,30.0,218.19917798042297,0.0741533637046814,0.985885739326477,0.0,38278.0,0.0,548.0,,,
5.0,7.0,30.0,236.44842386245728,0.0788460373878479,0.9848297238349915,0.0,38237.0,0.0,589.0,,,
,,,,,,,,,,0.0045740604400634766,1182.3292038440704,
1.0,8.0,30.0,337.65866017341614,0.07423784583806992,0.985885739326477,0.0,38278.0,0.0,548.0,,,
2.0,8.0,30.0,314.4972198009491,0.07727610319852829,0.9855251908302307,0.0,38264.0,0.0,562.0,,,
3.0,8.0,30.0,347.83451199531555,0.07793371379375458,0.985010027885437,0.0,38244.0,0.0,582.0,,,
4.0,8.0,30.0,258.78643012046814,0.06827492266893387,0.985447883605957,0.0,38261.0,0.0,565.0,,,
5.0,8.0,30.0,307.9971809387207,0.07461459189653397,0.9857827425003052,0.0,38274.0,0.0,552.0,,,
,,,,,,,,,,0.008365869522094727,1576.9311788082123,
1.0,9.0,30.0,354.9029049873352,0.08065497875213623,0.9846237301826477,0.0,38229.0,0.0,597.0,,,
2.0,9.0,30.0,274.7209918498993,0.07705344259738922,0.9852418303489685,0.0,38253.0,0.0,573.0,,,
3.0,9.0,30.0,316.2831931114197,0.07787815481424332,0.9861432909965515,0.0,38288.0,0.0,538.0,,,
