FL round,Epoch,Client 1 Epoch Time (seconds),Client 1 Training Loss,Client 1 Training Accuracy,Client 1 True Positives,Client 1 True Negatives,Client 1 False Positives,Client 1 False Negatives,Client 2 Epoch Time (seconds),Client 2 Training Loss,Client 2 Training Accuracy,Client 2 True Positives,Client 2 True Negatives,Client 2 False Positives,Client 2 False Negatives,Client 3 Epoch Time (seconds),Client 3 Training Loss,Client 3 Training Accuracy,Client 3 True Positives,Client 3 True Negatives,Client 3 False Positives,Client 3 False Negatives,Client 4 Epoch Time (seconds),Client 4 Training Loss,Client 4 Training Accuracy,Client 4 True Positives,Client 4 True Negatives,Client 4 False Positives,Client 4 False Negatives,Client 5 Epoch Time (seconds),Client 5 Training Loss,Client 5 Training Accuracy,Client 5 True Positives,Client 5 True Negatives,Client 5 False Positives,Client 5 False Negatives,Server Aggregation Time (seconds),FL Round Time (seconds)
1,1,5.436762809753418,7.45400107571547e+27,0.991371750831604,285.0,38206.0,91.0,244.0,5.332849979400635,8.604183383086675e+21,0.9892597794532776,354.0,38055.0,194.0,223.0,6.947150230407715,1.9338812764443457e+24,0.9879462122917175,315.0,38043.0,245.0,223.0,6.711767911911011,1.9257811381833542e+24,0.9908051490783691,331.0,38138.0,111.0,246.0,6.939129114151001,8.039734489755914e+27,0.990959644317627,360.0,38115.0,117.0,234.0,0.00781393051147461,
1,2,6.280476808547974,3.832043972458972e+27,0.9911656975746155,351.0,38132.0,107.0,236.0,6.409199953079224,2.011437585483308e+25,0.9870962500572205,322.0,38003.0,289.0,212.0,6.374003887176514,5.075736916652946e+28,0.9916808605194092,319.0,38184.0,83.0,240.0,6.681369066238403,1.8176008442063393e+28,0.991371750831604,320.0,38171.0,112.0,223.0,7.177368879318237,3.9829478592727456e+30,0.4695564806461334,542.0,17689.0,20594.0,1.0,0.00510096549987793,
1,3,7.839329957962036,2.117325216880334e+26,0.9893885254859924,304.0,38110.0,180.0,232.0,7.8584699630737305,3.751632246508556e+22,0.98634934425354,348.0,37948.0,298.0,232.0,7.039635896682739,5.1233989692480685e+22,0.9901612401008606,324.0,38120.0,139.0,243.0,6.572962999343872,1.0295614861580847e+28,0.9917323589324951,307.0,38198.0,96.0,225.0,6.566916227340698,2.3107466111712494e+19,0.990032434463501,313.0,38126.0,132.0,255.0,0.003245115280151367,
1,4,7.058394908905029,1.3751791599906036e+20,0.989543080329895,366.0,38054.0,172.0,234.0,7.015062093734741,2.560109387750844e+27,0.988203763961792,334.0,38034.0,200.0,258.0,7.09335994720459,1.2782824644437147e+25,0.9896203279495239,314.0,38109.0,149.0,254.0,7.6013078689575195,1.4431066453345616e+27,0.9871735572814941,338.0,37990.0,254.0,244.0,7.349111080169678,3.601234482909323e+25,0.9866326451301575,319.0,37988.0,293.0,226.0,0.0032958984375,
1,5,7.529480934143066,1.0179724298742411e+27,0.9885386228561401,318.0,38063.0,208.0,237.0,7.245131015777588,1.0344996647892215e+28,0.9891825318336487,329.0,38077.0,191.0,229.0,7.114068031311035,5.167026281784082e+27,0.9907535910606384,328.0,38139.0,99.0,260.0,7.0041139125823975,1.3391130241619316e+25,0.9893885254859924,322.0,38092.0,181.0,231.0,7.647023916244507,6.803250119938878e+27,0.9889764785766602,346.0,38052.0,194.0,234.0,0.003126859664916992,
1,6,7.379313230514526,1.7364691501069383e+25,0.990032434463501,324.0,38115.0,135.0,252.0,8.471435070037842,9.509793894217501e+26,0.9869675040245056,375.0,37945.0,240.0,266.0,8.492383003234863,1.9206447698091481e+28,0.9906763434410095,287.0,38177.0,63.0,299.0,9.159530878067017,3.0714334323514023e+26,0.9894400835037231,309.0,38107.0,139.0,271.0,9.06926417350769,5.252612208795532e+28,0.9917066097259521,337.0,38167.0,76.0,246.0,0.003776073455810547,
1,7,9.414694786071777,2.5405679400968245e+27,0.9893885254859924,333.0,38081.0,182.0,230.0,9.224096059799194,1.8047475366280553e+27,0.9899036884307861,343.0,38091.0,150.0,242.0,10.419274091720581,4.113932911400465e+25,0.9917066097259521,357.0,38147.0,91.0,231.0,10.801414966583252,1.4774782237594316e+26,0.9875856637954712,368.0,37976.0,235.0,247.0,11.996241092681885,2.78510093101697e+27,0.9901612401008606,307.0,38137.0,155.0,227.0,0.004585981369018555,
1,8,11.372062921524048,1.0640203730226556e+27,0.9911914467811584,326.0,38158.0,99.0,243.0,11.503485202789307,2.380470802860807e+28,0.9903672933578491,323.0,38129.0,135.0,239.0,11.28563404083252,3.2268800863768565e+27,0.9906505942344666,347.0,38116.0,120.0,243.0,10.786036968231201,9.136547824185843e+25,0.9920929074287415,301.0,38218.0,65.0,242.0,9.658057928085327,5.71454040328704e+27,0.9911656975746155,324.0,38159.0,116.0,227.0,0.003609895706176758,
1,9,7.7463438510894775,8.26109409692401e+21,0.9914490580558777,324.0,38170.0,104.0,228.0,6.878075838088989,3.1615601360970604e+28,0.9910112023353577,305.0,38172.0,75.0,274.0,6.527675151824951,9.539347791832873e+26,0.9814814925193787,334.0,37773.0,495.0,224.0,6.300487995147705,8.347965711276057e+27,0.9914232492446899,301.0,38192.0,73.0,260.0,6.291028022766113,3.625205171149179e+21,0.991809606552124,331.0,38177.0,77.0,241.0,0.002782106399536133,
1,10,6.46438193321228,1.3442658915346214e+28,0.9911914467811584,311.0,38173.0,93.0,249.0,6.32902717590332,1.2333408232659467e+26,0.980013370513916,336.0,37714.0,547.0,229.0,6.3291590213775635,1.7353966038332722e+28,0.9907020926475525,329.0,38136.0,119.0,242.0,6.3649022579193115,3.136492378063582e+19,0.9914232492446899,324.0,38169.0,104.0,229.0,6.477280855178833,4.774203851329402e+24,0.9871993064880371,350.0,37979.0,264.0,233.0,0.003159046173095703,
