FL_Round,Epoch,Node_ID,Accuracy,Loss,FP,TP,FN,TN,Epoch_Time,Aggregator_Node,Gradient_Diminishment,Model_Complexity,Staleness,Validation_Accuracy,Validation_Loss,FL_Round_Time,Convergence_Time
1,3,3,0.788992702960968,1.1741498332194312e+26,0,0,20481,76582,14.420485973358154,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,3,4,0.787789523601532,1.6344460885349243e+26,0,0,20598,76466,15.797434091567993,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,4,0,0.7872515916824341,4.634231229477028e+17,0,0,20650,76413,12.217176914215088,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,4,1,0.7885394096374512,3.1114301931959115e+24,0,0,20525,76538,14.086071014404297,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,4,2,0.7862728238105774,3601779438649344.0,0,0,20745,76318,15.623173236846924,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,4,3,0.788992702960968,25244147712.0,0,0,20481,76582,15.117604732513428,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,4,4,0.787789523601532,7904186880.0,0,0,20598,76466,17.501975059509277,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,5,0,0.7872515916824341,2.039750455517158e+29,0,0,20650,76413,13.337054014205933,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,5,1,0.7885394096374512,5.295362942538984e+29,0,0,20525,76538,15.369163990020752,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,5,2,0.7862728238105774,2.162516033536e+16,0,0,20745,76318,15.655390977859497,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,5,3,0.788992702960968,1621260899450880.0,0,0,20481,76582,17.37930393218994,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,5,4,0.787789523601532,102327126065152.0,0,0,20598,76466,25.74321413040161,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,6,0,0.7872515916824341,221009.9375,0,0,20650,76413,28.158404111862183,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,6,1,0.7885394096374512,1.3465866764065348e+26,0,0,20525,76538,27.287896871566772,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,6,2,0.7862728238105774,1.532198981206016e+16,0,0,20745,76318,35.767831802368164,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,6,3,0.788992702960968,133106455543808.0,0,0,20481,76582,29.768303155899048,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,6,4,0.787789523601532,9164547529113600.0,0,0,20598,76466,32.421236991882324,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,7,0,0.7872515916824341,,0,0,20650,76413,29.015459060668945,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,7,1,0.7885394096374512,3.59071338583273e+19,0,0,20525,76538,25.234416961669922,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,7,2,0.7862728238105774,1266989137920.0,0,0,20745,76318,15.225246906280518,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,7,3,0.788992702960968,269868416.0,0,0,20481,76582,12.187493801116943,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,7,4,0.787789523601532,26660354048.0,0,0,20598,76466,11.311690092086792,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,8,0,0.7872515916824341,5.528961411927207e+29,0,0,20650,76413,9.1820707321167,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,8,1,0.7885394096374512,6018778726924288.0,0,0,20525,76538,12.689675092697144,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,8,2,0.7862728238105774,8.11611456956342e+19,0,0,20745,76318,12.606885194778442,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,8,3,0.788992702960968,10775237230592.0,0,0,20481,76582,12.353771209716797,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,8,4,0.787789523601532,3.459467075362411e+23,0,0,20598,76466,11.815248012542725,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,9,0,0.7872515916824341,3.831829376060621e+16,0,0,20650,76413,9.812240839004517,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,9,1,0.7885394096374512,7.729784745634742e+22,0,0,20525,76538,11.813323020935059,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,9,2,0.7862728238105774,20404758.0,0,0,20745,76318,11.705962181091309,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,9,3,0.788992702960968,1.5267788776483586e+19,0,0,20481,76582,11.190406799316406,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,9,4,0.787789523601532,1.7997043817949168e+19,0,0,20598,76466,11.211927890777588,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,10,0,0.7872515916824341,1.2812919309860864e+16,0,0,20650,76413,9.50796389579773,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,10,1,0.7885394096374512,2010556661760.0,0,0,20525,76538,11.50171184539795,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,10,2,0.7862728238105774,223424272.0,0,0,20745,76318,11.55311894416809,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,10,3,0.788992702960968,11811582.0,0,0,20481,76582,11.761857986450195,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,10,4,0.787789523601532,4.3182942598169887e+18,0,0,20598,76466,11.606172800064087,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,11,0,0.7872515916824341,7127047256145920.0,0,0,20650,76413,9.193579912185669,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,11,1,0.7885394096374512,129969216815104.0,0,0,20525,76538,11.610486030578613,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,11,2,0.7862728238105774,95421892395008.0,0,0,20745,76318,11.833788871765137,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,11,3,0.788992702960968,1.0045954275147776e+16,0,0,20481,76582,11.810061931610107,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,11,4,0.787789523601532,inf,0,0,20598,76466,11.63210916519165,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,12,0,0.7872515916824341,inf,0,0,20650,76413,9.323391914367676,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,12,1,0.7885394096374512,3.576673873040507e+17,0,0,20525,76538,12.136927127838135,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,12,2,0.7862728238105774,355586867200.0,0,0,20745,76318,12.449467897415161,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,12,3,0.788992702960968,4108851062243328.0,0,0,20481,76582,12.429348707199097,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,12,4,0.787789523601532,5802406864486400.0,0,0,20598,76466,11.55019497871399,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,13,0,0.7872515916824341,1080184274944.0,0,0,20650,76413,9.362937927246094,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,13,1,0.7885394096374512,3476047760719872.0,0,0,20525,76538,11.593618869781494,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,13,2,0.7862728238105774,3773746944.0,0,0,20745,76318,11.715834856033325,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,13,3,0.788992702960968,331808899072.0,0,0,20481,76582,11.745070695877075,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,13,4,0.787789523601532,2.513487123672439e+26,0,0,20598,76466,11.955533742904663,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,14,0,0.7872515916824341,26436474880.0,0,0,20650,76413,9.866121292114258,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,14,1,0.7885394096374512,992571.875,0,0,20525,76538,12.055885076522827,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,14,2,0.7862728238105774,1945671858913280.0,0,0,20745,76318,12.092972040176392,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,14,3,0.788992702960968,167906428059648.0,0,0,20481,76582,11.925447940826416,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,14,4,0.787789523601532,4488229818466304.0,0,0,20598,76466,12.344350099563599,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,15,0,0.7872515916824341,1189690640171008.0,0,0,20650,76413,9.575867891311646,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,15,1,0.7885394096374512,4.161752442863616e+16,0,0,20525,76538,11.900368928909302,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,15,2,0.7862728238105774,278038752.0,0,0,20745,76318,11.747643232345581,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,15,3,0.788992702960968,2621801314123776.0,0,0,20481,76582,11.590204954147339,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,15,4,0.787789523601532,5582519571316736.0,0,0,20598,76466,11.732590198516846,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,16,0,0.7872515916824341,7.124969488407069e+18,0,0,20650,76413,10.488335132598877,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,16,1,0.7885394096374512,8.04194151515365e+19,0,0,20525,76538,12.598963975906372,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,16,2,0.7862728238105774,7787003904.0,0,0,20745,76318,11.972498893737793,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,16,3,0.788992702960968,1163485299867648.0,0,0,20481,76582,11.954943418502808,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,16,4,0.787789523601532,1.0896327793313796e+23,0,0,20598,76466,12.01272964477539,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,17,0,0.7872515916824341,483687674150912.0,0,0,20650,76413,9.509398937225342,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,17,1,0.7885394096374512,96183238656.0,0,0,20525,76538,11.858131885528564,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,17,2,0.7862728238105774,139083691065344.0,0,0,20745,76318,11.904455184936523,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,17,3,0.788992702960968,1146389659648.0,0,0,20481,76582,11.842674255371094,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,17,4,0.787789523601532,,0,0,20598,76466,11.825516939163208,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,18,0,0.7872515916824341,3.645869726933136e+19,0,0,20650,76413,10.2046639919281,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,18,1,0.7885394096374512,2.3906524705609312e+30,0,0,20525,76538,11.881872177124023,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,18,2,0.7862728238105774,2606381924352.0,0,0,20745,76318,11.73009705543518,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,18,3,0.788992702960968,2.795958179993897e+31,0,0,20481,76582,12.094019889831543,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,18,4,0.787789523601532,2.0591244725552772e+23,0,0,20598,76466,11.780805826187134,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,19,0,0.7872515916824341,,0,0,20650,76413,9.652151823043823,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,19,1,0.7885394096374512,3.638872383879813e+29,0,0,20525,76538,11.589896202087402,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,19,2,0.7862728238105774,2040756663484416.0,0,0,20745,76318,11.817278861999512,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,19,3,0.788992702960968,4.0423802846148573e+31,0,0,20481,76582,11.700398921966553,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,19,4,0.787789523601532,156485369856.0,0,0,20598,76466,11.56978988647461,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,20,0,0.7872515916824341,2960865896693760.0,0,0,20650,76413,9.607195854187012,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,20,1,0.7885394096374512,2.4169797204039434e+18,0,0,20525,76538,11.655933856964111,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,20,2,0.7862728238105774,6533596839936.0,0,0,20745,76318,12.036948919296265,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,20,3,0.788992702960968,9468219970551808.0,0,0,20481,76582,11.798930883407593,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,20,4,0.787789523601532,482079776.0,0,0,20598,76466,11.654255867004395,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,21,0,0.7872515916824341,1219019898093568.0,0,0,20650,76413,9.00335693359375,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,21,1,0.7885394096374512,4801355.5,0,0,20525,76538,11.113085985183716,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,21,2,0.7862728238105774,173617250304.0,0,0,20745,76318,11.813238143920898,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,21,3,0.788992702960968,2.6758319704952013e+19,0,0,20481,76582,11.583032131195068,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,21,4,0.787789523601532,1.0704782931001344e+16,0,0,20598,76466,11.999939680099487,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,22,0,0.7872515916824341,3605150040064.0,0,0,20650,76413,9.542008876800537,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,22,1,0.7885394096374512,28224157696.0,0,0,20525,76538,11.692966938018799,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,22,2,0.7862728238105774,2030480417357824.0,0,0,20745,76318,11.78321099281311,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,22,3,0.788992702960968,8.994740468584337e+19,0,0,20481,76582,11.900325059890747,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,22,4,0.787789523601532,,0,0,20598,76466,11.879948139190674,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,23,0,0.7872515916824341,7.655823209818347e+23,0,0,20650,76413,9.629163026809692,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,23,1,0.7885394096374512,1.478984873279488e+17,0,0,20525,76538,12.156845092773438,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,23,2,0.7862728238105774,54701378764800.0,0,0,20745,76318,11.274098873138428,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,23,3,0.788992702960968,1313084544.0,0,0,20481,76582,11.128252983093262,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,23,4,0.787789523601532,13748927.0,0,0,20598,76466,11.282665014266968,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,24,0,0.7872515916824341,3.5443534710439936e+16,0,0,20650,76413,9.37532901763916,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,24,1,0.7885394096374512,3.9169212029764476e+32,0,0,20525,76538,11.419384956359863,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,24,2,0.7862728238105774,2461314760835072.0,0,0,20745,76318,11.844062089920044,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,24,3,0.788992702960968,2.627726518448837e+26,0,0,20481,76582,11.682495832443237,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,24,4,0.787789523601532,1.1672768383702532e+19,0,0,20598,76466,13.049515008926392,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,25,0,0.7872515916824341,6705608958935040.0,0,0,20650,76413,9.599300861358643,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,25,1,0.7885394096374512,317615808.0,0,0,20525,76538,11.675655841827393,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,25,2,0.7862728238105774,189962584064.0,0,0,20745,76318,12.031585216522217,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,25,3,0.788992702960968,510189408.0,0,0,20481,76582,12.071889877319336,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,25,4,0.787789523601532,7714579.0,0,0,20598,76466,11.49039602279663,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,26,0,0.7872515916824341,2.33498128545195e+29,0,0,20650,76413,9.45150637626648,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,26,1,0.7885394096374512,73821184.0,0,0,20525,76538,11.637022972106934,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,26,2,0.7862728238105774,3.4004253064600486e+19,0,0,20745,76318,11.539995908737183,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,26,3,0.788992702960968,1.1830875802982672e+29,0,0,20481,76582,11.993383884429932,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,26,4,0.787789523601532,1739498192896.0,0,0,20598,76466,11.603960037231445,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,27,0,0.7872515916824341,8.105604021963436e+30,0,0,20650,76413,9.48570990562439,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,27,1,0.7885394096374512,7.82084945152807e+32,0,0,20525,76538,11.827165126800537,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,27,2,0.7862728238105774,974813.9375,0,0,20745,76318,11.5341477394104,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,27,3,0.788992702960968,4.4059377053718886e+30,0,0,20481,76582,11.317166805267334,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,27,4,0.787789523601532,,0,0,20598,76466,11.732662916183472,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,28,0,0.7872515916824341,1.5779029522684314e+17,0,0,20650,76413,9.710432767868042,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,28,1,0.7885394096374512,16180147200.0,0,0,20525,76538,11.867746114730835,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,28,2,0.7862728238105774,329537741127680.0,0,0,20745,76318,12.140367269515991,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,28,3,0.788992702960968,,0,0,20481,76582,13.435768127441406,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,28,4,0.787789523601532,7.850460624412553e+28,0,0,20598,76466,11.852436780929565,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,29,0,0.7872515916824341,410303808.0,0,0,20650,76413,9.818375825881958,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,29,1,0.7885394096374512,1.0164164285648796e+26,0,0,20525,76538,11.410222291946411,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,29,2,0.7862728238105774,2.7629176722817024e+16,0,0,20745,76318,11.720024108886719,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,29,3,0.788992702960968,291722097590272.0,0,0,20481,76582,11.711841106414795,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,29,4,0.787789523601532,774103296376832.0,0,0,20598,76466,11.76836895942688,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,30,0,0.7872515916824341,,0,0,20650,76413,9.43796181678772,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,30,1,0.7885394096374512,5.341126393953221e+22,0,0,20525,76538,11.130496978759766,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,30,2,0.7862728238105774,2926435828236288.0,0,0,20745,76318,11.349231958389282,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,30,3,0.788992702960968,133604529143808.0,0,0,20481,76582,10.950792789459229,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,30,4,0.787789523601532,,0,0,20598,76466,11.109999895095825,1,336516600000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,31,0,0.7872515916824341,54016913408.0,0,0,20650,76413,9.517362117767334,1,346336400000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,31,1,0.7885394096374512,1.8700239230770468e+27,0,0,20525,76538,12.18269419670105,1,334386050000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,31,2,0.7862728238105774,,0,0,20745,76318,12.80211615562439,1,317412700000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
1,31,3,0.788992702960968,1.1163708353888754e+20,0,0,20481,76582,11.969144105911255,1,309094770000000.0,131,0.0,0.787160336971283,0.520369291305542,3913.565335035324,3913.565335035324
