FL_Round,Epoch,Node_ID,Accuracy,Loss,Val_Accuracy,Val_Loss,FP,TP,FN,TN,Gradient_Norm,Epoch_Time,Server_Node,CPU_Usage,Memory_Usage,FL_Round_Time,Convergence_Time,Model_Size,Model_Complexity
1,7,0,0.7878357172012329,29.775060653686523,0.7872515916824341,0.6181070804595947,0,0,20650,76413,20704.896,9.292309045791626,4,3.0,63.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,7,1,0.7890874743461609,34.81504821777344,0.7885394096374512,0.6172574758529663,0,0,20525,76538,20774.186,8.919345140457153,4,2.8,64.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,7,2,0.7883250713348389,35.13809585571289,0.7862728238105774,0.6193216443061829,0,0,20745,76318,20855.812,8.945985078811646,4,3.7,64.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,7,3,0.7888453602790833,34.91571044921875,0.788992702960968,0.6172021627426147,0,0,20481,76582,20759.666,9.083583116531372,4,4.2,65.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,7,4,0.7885791063308716,39.70217514038086,0.787789523601532,0.6181904077529907,0,0,20598,76466,20806.473,9.190571069717407,4,4.2,66.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,8,0,0.7878073453903198,50.149417877197266,0.7872515916824341,0.618502676486969,0,0,20650,76413,20748.715,9.756591796875,4,19.4,65.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,8,1,0.7890539765357971,47.843963623046875,0.7885394096374512,0.6173107028007507,0,0,20525,76538,20780.922,9.74288821220398,4,4.0,65.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,8,2,0.7883121967315674,37.26340103149414,0.7862728238105774,0.6180909276008606,0,0,20745,76318,20717.074,9.766007900238037,4,7.0,58.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,8,3,0.7888453602790833,37.68448257446289,0.788992702960968,0.6172500848770142,0,0,20481,76582,20765.332,10.449034214019775,4,7.0,61.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,8,4,0.7886022925376892,34.79985809326172,0.787789523601532,0.6175632476806641,0,0,20598,76466,20735.877,9.205593824386597,4,6.7,62.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,9,0,0.7878357172012329,34.76296615600586,0.7872515916824341,0.6180400252342224,0,0,20650,76413,20695.25,9.247749090194702,4,3.1,62.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,9,1,0.7890642881393433,37.3294677734375,0.7885394096374512,0.6179225444793701,0,0,20525,76538,20847.875,8.980587005615234,4,5.3,62.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,9,2,0.7883018851280212,37.61429977416992,0.7862728238105774,0.618081271648407,0,0,20745,76318,20716.953,8.95945692062378,4,3.0,63.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,9,3,0.7888273596763611,39.893341064453125,0.788992702960968,0.617255687713623,0,0,20481,76582,20766.68,8.729149103164673,4,5.1,63.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,9,4,0.7885714173316956,32.3856315612793,0.787789523601532,0.6177718639373779,0,0,20598,76466,20759.197,9.813167810440063,4,5.8,65.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,10,0,0.7878279685974121,39.0628776550293,0.7872515916824341,0.6181595325469971,0,0,20650,76413,20709.824,8.972920179367065,4,10.2,65.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,10,1,0.7890874743461609,29.75154685974121,0.7885394096374512,0.6183223128318787,0,0,20525,76538,20892.777,9.200632095336914,4,5.9,66.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,10,2,0.7882735729217529,50.45320510864258,0.7862728238105774,0.6182538866996765,0,0,20745,76318,20737.113,9.804529905319214,4,5.4,67.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,10,3,0.7888299226760864,44.96976852416992,0.788992702960968,0.6173068881034851,0,0,20481,76582,20771.648,9.659357070922852,4,4.3,59.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,10,4,0.7886022925376892,35.029815673828125,0.787789523601532,0.6176140308380127,0,0,20598,76466,20741.832,9.389595746994019,4,5.1,60.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,11,0,0.7878125309944153,37.52939987182617,0.7872515916824341,0.618403971195221,0,0,20650,76413,20737.451,9.160741090774536,4,5.6,60.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,11,1,0.7890668511390686,32.339073181152344,0.7885394096374512,0.6177550554275513,0,0,20525,76538,20829.701,9.336307048797607,4,9.8,60.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,11,2,0.7882890105247498,42.972293853759766,0.7862728238105774,0.6188403964042664,0,0,20745,76318,20801.865,9.268347978591919,4,4.2,61.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,11,3,0.7888453602790833,35.06345748901367,0.788992702960968,0.6172510981559753,0,0,20481,76582,20765.578,9.357081890106201,4,2.7,65.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,11,4,0.788555920124054,40.119239807128906,0.787789523601532,0.6176172494888306,0,0,20598,76466,20742.297,9.016195058822632,4,5.5,65.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,12,0,0.7878357172012329,34.86267852783203,0.7872515916824341,0.6187120079994202,0,0,20650,76413,20771.748,9.173135757446289,4,3.8,65.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,12,1,0.7890874743461609,34.969078063964844,0.7885394096374512,0.6173259615898132,0,0,20525,76538,20782.059,9.523836135864258,4,12.5,58.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,12,2,0.7882838845252991,52.72637939453125,0.7862728238105774,0.6181232929229736,0,0,20745,76318,20720.816,11.196404218673706,4,10.1,60.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,12,3,0.7888273596763611,42.506168365478516,0.788992702960968,0.6177167296409607,0,0,20481,76582,20816.691,12.414277791976929,4,7.6,69.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,12,4,0.788584291934967,40.17755889892578,0.787789523601532,0.6183395385742188,0,0,20598,76466,20822.615,10.734633922576904,4,10.0,62.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,13,0,0.7878073453903198,49.933528900146484,0.7872515916824341,0.617963433265686,0,0,20650,76413,20689.79,10.389315128326416,4,8.0,58.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,13,1,0.7890874743461609,37.25014877319336,0.7885394096374512,0.6174157857894897,0,0,20525,76538,20792.168,11.235283136367798,4,14.3,65.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,13,2,0.7882710099220276,48.18593215942383,0.7862728238105774,0.6183291673660278,0,0,20745,76318,20741.627,10.936633110046387,4,4.4,62.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,13,3,0.7888196110725403,37.528743743896484,0.788992702960968,0.6171737313270569,0,0,20481,76582,20757.205,10.383825302124023,4,7.2,62.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,13,4,0.7886022925376892,30.235862731933594,0.787789523601532,0.6177675127983093,0,0,20598,76466,20758.566,11.228681087493896,4,4.5,66.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,14,0,0.7878357172012329,35.03740692138672,0.7872515916824341,0.6183719635009766,0,0,20650,76413,20733.844,9.904105186462402,4,5.2,67.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,14,1,0.7890823483467102,37.5266227722168,0.7885394096374512,0.6176711320877075,0,0,20525,76538,20819.096,9.436888933181763,4,3.3,67.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,14,2,0.7883018851280212,47.46823501586914,0.7862728238105774,0.6181805729866028,0,0,20745,76318,20727.36,9.222042798995972,4,5.4,56.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,14,3,0.7888453602790833,37.344356536865234,0.788992702960968,0.617199718952179,0,0,20481,76582,20759.205,9.408145904541016,4,3.6,57.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,14,4,0.7885919809341431,37.28658676147461,0.787789523601532,0.6176811456680298,0,0,20598,76466,20749.549,9.259805917739868,4,5.2,58.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,15,0,0.7877815961837769,45.1502799987793,0.7872515916824341,0.6179815530776978,0,0,20650,76413,20692.51,9.352073192596436,4,3.7,62.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,15,1,0.7890874743461609,32.948699951171875,0.7885394096374512,0.6175352334976196,0,0,20525,76538,20805.129,9.172582149505615,4,4.8,62.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,15,2,0.7883302569389343,27.165531158447266,0.7862728238105774,0.618250846862793,0,0,20745,76318,20736.809,9.555331945419312,4,3.4,66.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,15,3,0.7888144254684448,37.504791259765625,0.788992702960968,0.6172730326652527,0,0,20481,76582,20767.574,9.264533996582031,4,4.3,66.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,15,4,0.7886022925376892,32.49212646484375,0.787789523601532,0.6175718903541565,0,0,20598,76466,20737.014,9.205794095993042,4,4.8,67.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,16,0,0.7878228425979614,37.5072021484375,0.7872515916824341,0.6182449460029602,0,0,20650,76413,20719.84,9.186506032943726,4,4.4,68.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,16,1,0.7890076041221619,39.90494918823242,0.7885394096374512,0.6171990036964417,0,0,20525,76538,20768.338,9.087936878204346,4,2.7,68.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,16,2,0.7883302569389343,37.40956115722656,0.7862728238105774,0.6183321475982666,0,0,20745,76318,20742.752,9.20883297920227,4,10.3,68.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,16,3,0.7888144254684448,40.161277770996094,0.788992702960968,0.6171621680259705,0,0,20481,76582,20755.363,9.22555685043335,4,3.2,68.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,16,4,0.7886022925376892,37.5617790222168,0.787789523601532,0.617875874042511,0,0,20598,76466,20769.32,9.574801921844482,4,3.2,69.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,17,0,0.7878202795982361,37.79941177368164,0.7872515916824341,0.6179543733596802,0,0,20650,76413,20688.463,10.202364921569824,4,8.3,55.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,17,1,0.7890874743461609,34.74626541137695,0.7885394096374512,0.61744624376297,0,0,20525,76538,20795.504,9.351140022277832,4,6.4,57.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,17,2,0.7883173227310181,40.081974029541016,0.7862728238105774,0.6186807751655579,0,0,20745,76318,20783.262,9.555814981460571,4,5.4,59.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,17,3,0.7888067364692688,50.730567932128906,0.788992702960968,0.6172098517417908,0,0,20481,76582,20761.191,9.440266132354736,4,7.2,62.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,17,4,0.7886022925376892,27.29471206665039,0.787789523601532,0.6179298758506775,0,0,20598,76466,20777.715,10.1924409866333,4,4.6,66.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,18,0,0.7877790331840515,52.90098571777344,0.7872515916824341,0.6181758046150208,0,0,20650,76413,20712.28,9.463544845581055,4,3.8,66.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,18,1,0.7890874743461609,37.215755462646484,0.7885394096374512,0.6176996231079102,0,0,20525,76538,20824.406,9.297743082046509,4,5.3,66.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,18,2,0.7883147597312927,40.1472282409668,0.7862728238105774,0.6200311183929443,0,0,20745,76318,20935.174,8.956967830657959,4,2.9,67.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,18,3,0.7887706756591797,47.84291076660156,0.788992702960968,0.6171739101409912,0,0,20481,76582,20757.445,9.599143981933594,4,5.5,64.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,18,4,0.7885817289352417,42.590232849121094,0.787789523601532,0.6187562346458435,0,0,20598,76466,20867.799,9.673391103744507,4,4.3,65.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,19,0,0.7878357172012329,37.83116149902344,0.7872515916824341,0.6193732023239136,0,0,20650,76413,20845.32,9.426850080490112,4,7.6,66.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,19,1,0.7890874743461609,37.33579635620117,0.7885394096374512,0.6172615885734558,0,0,20525,76538,20774.932,9.879179000854492,4,5.6,59.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,19,2,0.788309633731842,39.93733215332031,0.7862728238105774,0.6186052560806274,0,0,20745,76318,20774.854,9.847462892532349,4,10.1,66.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,19,3,0.7888221740722656,39.79792022705078,0.788992702960968,0.617130696773529,0,0,20481,76582,20752.398,10.914891958236694,4,8.8,59.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,19,4,0.7886022925376892,32.27843475341797,0.787789523601532,0.6180763244628906,0,0,20598,76466,20793.145,10.615146160125732,4,8.1,61.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,20,0,0.7878357172012329,42.759124755859375,0.7872515916824341,0.6179230809211731,0,0,20650,76413,20683.383,10.65457797050476,4,4.1,63.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,20,1,0.7890617251396179,40.22011184692383,0.7885394096374512,0.6172168850898743,0,0,20525,76538,20769.48,10.389694213867188,4,4.6,67.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,20,2,0.7882993221282959,42.60676193237305,0.7862728238105774,0.6182703971862793,0,0,20745,76318,20739.54,10.578895092010498,4,6.5,63.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,20,3,0.7887938618659973,55.50575256347656,0.788992702960968,0.6174312233924866,0,0,20481,76582,20786.434,9.459304809570312,4,8.6,64.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,20,4,0.7885997295379639,39.9089241027832,0.787789523601532,0.6176108717918396,0,0,20598,76466,20741.678,10.131614923477173,4,3.6,65.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,21,0,0.787784218788147,42.15953063964844,0.7872515916824341,0.6183087229728699,0,0,20650,76413,20726.227,9.938639879226685,4,4.2,64.7,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,21,1,0.789043664932251,42.85747528076172,0.7885394096374512,0.6175061464309692,0,0,20525,76538,20802.434,10.175053119659424,4,4.7,65.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,21,2,0.7882915735244751,50.43464660644531,0.7862728238105774,0.6181141138076782,0,0,20745,76318,20720.412,10.363208770751953,4,3.2,58.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,21,3,0.7888015508651733,42.50606155395508,0.788992702960968,0.6171400547027588,0,0,20481,76582,20753.264,10.075279951095581,4,5.2,62.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,21,4,0.7886022925376892,37.45368957519531,0.787789523601532,0.6176806688308716,0,0,20598,76466,20749.305,9.787497997283936,4,5.4,62.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,22,0,0.7878125309944153,42.700782775878906,0.7872515916824341,0.6189985275268555,0,0,20650,76413,20803.592,10.425323009490967,4,5.5,63.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,22,1,0.7890514135360718,40.28614807128906,0.7885394096374512,0.6173924803733826,0,0,20525,76538,20789.734,10.64310598373413,4,3.8,60.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,22,2,0.7882967591285706,37.40933609008789,0.7862728238105774,0.6191138029098511,0,0,20745,76318,20831.852,10.0731840133667,4,6.7,61.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,22,3,0.7888453602790833,37.37352752685547,0.788992702960968,0.6179656386375427,0,0,20481,76582,20844.8,10.665771961212158,4,10.5,64.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,22,4,0.7885765433311462,37.49725341796875,0.787789523601532,0.6187930107116699,0,0,20598,76466,20872.873,10.331498146057129,4,6.3,65.3,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,23,0,0.7878357172012329,32.42756271362305,0.7872515916824341,0.6179217100143433,0,0,20650,76413,20682.885,10.603672742843628,4,4.8,66.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,23,1,0.7890565395355225,39.66156768798828,0.7885394096374512,0.6173244714736938,0,0,20525,76538,20781.723,10.527020931243896,4,5.9,69.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,23,2,0.7883070707321167,42.380767822265625,0.7862728238105774,0.6181801557540894,0,0,20745,76318,20727.184,10.688456058502197,4,8.1,69.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,23,3,0.7888453602790833,34.72602081298828,0.788992702960968,0.617173969745636,0,0,20481,76582,20757.463,11.51269817352295,4,5.9,73.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,23,4,0.7885868549346924,42.39617919921875,0.787789523601532,0.6176663041114807,0,0,20598,76466,20747.7,13.435940265655518,4,5.8,63.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,24,0,0.7878228425979614,42.59489822387695,0.7872515916824341,0.6185481548309326,0,0,20650,76413,20753.744,12.964899063110352,4,5.7,64.9,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,24,1,0.7890411019325256,47.96489715576172,0.7885394096374512,0.6177951097488403,0,0,20525,76538,20834.375,13.033507823944092,4,19.8,66.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,24,2,0.7883147597312927,42.997188568115234,0.7862728238105774,0.6183315515518188,0,0,20745,76318,20742.66,12.768240213394165,4,8.5,67.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,24,3,0.7888453602790833,32.23683166503906,0.788992702960968,0.6173838376998901,0,0,20481,76582,20780.309,14.503469705581665,4,16.1,67.8,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,24,4,0.788584291934967,40.01009750366211,0.787789523601532,0.6179120540618896,0,0,20598,76466,20775.867,14.471585035324097,4,47.5,71.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,25,0,0.7878357172012329,37.38450241088867,0.7872515916824341,0.6183171272277832,0,0,20650,76413,20727.482,24.518399000167847,4,18.5,66.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,25,1,0.7890874743461609,32.28415298461914,0.7885394096374512,0.6183128356933594,0,0,20525,76538,20891.32,19.37245488166809,4,43.2,66.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,25,2,0.7883121967315674,37.57411193847656,0.7862728238105774,0.6191178560256958,0,0,20745,76318,20833.814,17.942786931991577,4,12.0,69.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,25,3,0.7888453602790833,34.76033401489258,0.788992702960968,0.6172423958778381,0,0,20481,76582,20764.857,16.05448007583618,4,9.7,68.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,25,4,0.7885997295379639,39.98455047607422,0.787789523601532,0.6177786588668823,0,0,20598,76466,20760.064,16.943048000335693,4,39.2,65.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,26,0,0.7878357172012329,32.58912658691406,0.7872515916824341,0.6182739734649658,0,0,20650,76413,20722.898,15.312927961349487,4,8.9,64.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,26,1,0.7890745997428894,39.44847106933594,0.7885394096374512,0.6178820133209229,0,0,20525,76538,20843.559,14.888644695281982,4,12.2,63.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,26,2,0.7882967591285706,39.829071044921875,0.7862728238105774,0.6191157102584839,0,0,20745,76318,20833.027,16.360225677490234,4,20.2,61.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,26,3,0.7888118624687195,47.7267951965332,0.788992702960968,0.6177173852920532,0,0,20481,76582,20816.95,15.342125177383423,4,11.0,62.5,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,26,4,0.7886022925376892,34.81596755981445,0.787789523601532,0.617931604385376,0,0,20598,76466,20778.111,15.155687808990479,4,9.6,63.6,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,27,0,0.7878357172012329,34.826690673828125,0.7872515916824341,0.6187188029289246,0,0,20650,76413,20773.01,15.615416049957275,4,11.6,66.4,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,27,1,0.7890565395355225,40.21148681640625,0.7885394096374512,0.6175187230110168,0,0,20525,76538,20803.178,15.843244075775146,4,12.3,63.0,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,27,2,0.7883302569389343,32.111610412597656,0.7862728238105774,0.6181014776229858,0,0,20745,76318,20719.332,15.055819034576416,4,9.4,64.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,27,3,0.7888092994689941,44.800968170166016,0.788992702960968,0.6172246336936951,0,0,20481,76582,20762.904,15.204926013946533,4,9.2,66.1,3327.799691915512,3327.799691915512,0.000499725341796875,131
1,27,4,0.7885868549346924,37.31821060180664,0.787789523601532,0.61761873960495,0,0,20598,76466,20742.781,14.895025253295898,4,11.2,67.2,3327.799691915512,3327.799691915512,0.000499725341796875,131
