FL round,Epoch,Client 1 Epoch Time (seconds),Client 1 Training Loss,Client 1 Training Accuracy,Client 1 True Positives,Client 1 True Negatives,Client 1 False Positives,Client 1 False Negatives,Client 2 Epoch Time (seconds),Client 2 Training Loss,Client 2 Training Accuracy,Client 2 True Positives,Client 2 True Negatives,Client 2 False Positives,Client 2 False Negatives,Client 3 Epoch Time (seconds),Client 3 Training Loss,Client 3 Training Accuracy,Client 3 True Positives,Client 3 True Negatives,Client 3 False Positives,Client 3 False Negatives,Client 4 Epoch Time (seconds),Client 4 Training Loss,Client 4 Training Accuracy,Client 4 True Positives,Client 4 True Negatives,Client 4 False Positives,Client 4 False Negatives,Client 5 Epoch Time (seconds),Client 5 Training Loss,Client 5 Training Accuracy,Client 5 True Positives,Client 5 True Negatives,Client 5 False Positives,Client 5 False Negatives,Server Aggregation Time (seconds),FL Round Time (seconds)
1,1,7.2451019287109375,1440228736.0,0.9996393918991089,529.0,38283.0,10.0,4.0,6.176290988922119,252255928320.0,0.9938700795173645,575.0,38013.0,234.0,4.0,8.193827152252197,2183670016.0,0.9996652007102966,569.0,38244.0,10.0,3.0,6.841171979904175,14353037262848.0,0.9984288811683655,517.0,38248.0,58.0,3.0,7.775461912155151,6935.26025390625,0.9998196959495544,543.0,38276.0,4.0,3.0,0.005429267883300781,
1,2,6.394830703735352,1375056560128.0,0.999587893486023,578.0,38232.0,12.0,4.0,7.21978497505188,48767654952960.0,0.9994848966598511,542.0,38264.0,8.0,12.0,6.898193120956421,62235258912768.0,0.9994075894355774,567.0,38236.0,12.0,11.0,6.487876892089844,95114.9140625,0.9996393918991089,591.0,38221.0,11.0,3.0,6.903062105178833,24637496885248.0,0.9996136426925659,529.0,38282.0,9.0,6.0,0.005635976791381836,
1,3,7.542448043823242,187840282624.0,0.9997939467430115,571.0,38247.0,0.0,8.0,8.387521028518677,3081650944.0,0.9994075894355774,505.0,38298.0,15.0,8.0,6.740201950073242,15594133913600.0,0.999587893486023,560.0,38250.0,7.0,9.0,6.751132011413574,1203694.25,0.9944624900817871,590.0,38021.0,211.0,4.0,7.866923093795776,252388950016.0,0.99956214427948,535.0,38274.0,12.0,5.0,0.005647182464599609,
1,4,7.817563772201538,39152485662720.0,0.999510645866394,578.0,38229.0,15.0,4.0,7.535168886184692,7589204066304.0,0.999510645866394,564.0,38243.0,14.0,5.0,7.509742736816406,3751291392.0,0.996394157409668,561.0,38125.0,135.0,5.0,8.045934200286865,457357066240.0,0.9997424483299255,547.0,38269.0,7.0,3.0,7.89049768447876,10173726.0,0.9997424483299255,534.0,38282.0,5.0,5.0,0.00654911994934082,
1,5,7.173094987869263,348609052672.0,0.999587893486023,570.0,38240.0,12.0,4.0,6.893347978591919,391842660352.0,0.9996652007102966,536.0,38277.0,9.0,4.0,6.691125154495239,22052838834176.0,0.9996393918991089,581.0,38231.0,8.0,6.0,7.556791067123413,61.83308410644531,0.9998711943626404,555.0,38266.0,5.0,0.0,7.646236896514893,2668533121024.0,0.9998970031738281,563.0,38259.0,0.0,4.0,0.005964040756225586,
1,6,7.442562818527222,934830.8125,0.9996652007102966,595.0,38218.0,8.0,5.0,7.2542479038238525,402393632.0,0.999587893486023,551.0,38259.0,8.0,8.0,7.624638795852661,1049965297664.0,0.9975016713142395,551.0,38178.0,95.0,2.0,6.962507009506226,3436383305728.0,0.9996652007102966,561.0,38252.0,9.0,4.0,7.157518148422241,2446882048.0,0.9997681975364685,572.0,38245.0,5.0,4.0,0.005733013153076172,
1,7,7.374949932098389,179771696.0,0.999587893486023,577.0,38233.0,13.0,3.0,7.257380247116089,1148645.0,0.999587893486023,554.0,38256.0,7.0,9.0,7.113284111022949,10921354240.0,0.9997166991233826,591.0,38224.0,7.0,4.0,6.956281900405884,110540529664.0,0.9996393918991089,556.0,38256.0,9.0,5.0,7.052666902542114,28120587436032.0,0.9994848966598511,536.0,38270.0,12.0,8.0,0.005554914474487305,
1,8,7.02060604095459,306753503232.0,0.9997681975364685,581.0,38236.0,5.0,4.0,6.78504490852356,446327040.0,0.9996652007102966,554.0,38259.0,7.0,6.0,6.906420946121216,416496.4375,0.999587893486023,517.0,38293.0,7.0,9.0,6.953577041625977,51609711149056.0,0.9997166991233826,541.0,38274.0,6.0,5.0,7.365095853805542,74420.796875,0.9997681975364685,580.0,38237.0,8.0,1.0,0.005574941635131836,
1,9,7.424655914306641,21349423104.0,0.9997166991233826,558.0,38257.0,6.0,5.0,7.0656208992004395,7808474.5,0.9997166991233826,548.0,38267.0,6.0,5.0,6.835108280181885,5583944024064.0,0.9997166991233826,561.0,38254.0,7.0,4.0,6.751028060913086,21605384192000.0,0.9996136426925659,554.0,38257.0,9.0,6.0,6.755534887313843,459376099328.0,0.9997424483299255,553.0,38263.0,8.0,2.0,0.005560874938964844,
1,10,7.339668035507202,21375211274240.0,0.99956214427948,570.0,38239.0,7.0,10.0,7.270538806915283,48418258944.0,0.9996652007102966,535.0,38278.0,7.0,6.0,6.978265047073364,1611914805248.0,0.9996909499168396,563.0,38251.0,7.0,5.0,6.925024032592773,7705035538432.0,0.9996136426925659,587.0,38224.0,9.0,6.0,6.953305006027222,15716735516672.0,0.9996909499168396,535.0,38279.0,7.0,5.0,0.005740165710449219,
