Node,FL Round,Epoch,Training Time,Loss,Accuracy,TP,TN,FP,FN,Aggregation Time,Round Time,Epsilon
1.0,1.0,30.0,156.69994497299194,0.07579348981380463,0.9855509400367737,0.0,38265.0,0.0,561.0,,,
2.0,1.0,30.0,162.85444498062134,0.06507044285535812,0.9857054352760315,0.0,38271.0,0.0,555.0,,,
3.0,1.0,30.0,155.6782968044281,0.07688682526350021,0.9852933883666992,0.0,38255.0,0.0,571.0,,,
4.0,1.0,30.0,166.22033619880676,0.0690624788403511,0.9852675795555115,0.0,38254.0,0.0,572.0,,,
5.0,1.0,30.0,177.53900289535522,0.06875433772802353,0.9853706359863281,0.0,38258.0,0.0,568.0,,,
,,,,,,,,,,0.010592937469482422,824.476241350174,
1.0,2.0,30.0,190.50851893424988,0.06802304834127426,0.9857827425003052,0.0,38274.0,0.0,552.0,,,
2.0,2.0,30.0,198.17826104164124,0.07611257582902908,0.9854221343994141,0.0,38260.0,0.0,566.0,,,
3.0,2.0,30.0,203.2349419593811,0.06711699813604355,0.9863235950469971,0.0,38295.0,0.0,531.0,,,
4.0,2.0,30.0,205.6629340648651,0.07043300569057465,0.9848555326461792,0.0,38238.0,0.0,588.0,,,
5.0,2.0,30.0,203.2666540145874,2520381.25,0.9857827425003052,0.0,38274.0,0.0,552.0,,,
,,,,,,,,,,0.003932952880859375,1007.3242061138153,
1.0,3.0,30.0,208.124920129776,0.07498395442962646,0.9858342409133911,0.0,38276.0,0.0,550.0,,,
2.0,3.0,30.0,202.36724305152893,0.07382039725780487,0.985962986946106,0.0,38281.0,0.0,545.0,,,
3.0,3.0,30.0,200.74286890029907,0.07361876219511032,0.9861690402030945,0.0,38289.0,0.0,537.0,,,
4.0,3.0,30.0,205.62274885177612,0.07338759303092957,0.9860660433769226,0.0,38285.0,0.0,541.0,,,
5.0,3.0,30.0,200.90825080871582,0.06682880967855453,0.98591148853302,0.0,38279.0,0.0,547.0,,,
,,,,,,,,,,0.004673004150390625,1024.1897132396698,
1.0,4.0,30.0,198.87357902526855,0.07546009123325348,0.9855766892433167,0.0,38266.0,0.0,560.0,,,
2.0,4.0,30.0,200.21039271354675,0.07683455944061279,0.9855509400367737,0.0,38265.0,0.0,561.0,,,
3.0,4.0,30.0,198.35539293289185,0.07557225227355957,0.9856796860694885,0.0,38270.0,0.0,556.0,,,
4.0,4.0,30.0,195.73781180381775,0.07746167480945587,0.9855509400367737,0.0,38265.0,0.0,561.0,,,
5.0,4.0,30.0,199.53113198280334,0.08066213876008987,0.9844949245452881,0.0,38224.0,0.0,602.0,,,
,,,,,,,,,,0.00450587272644043,999.0186259746552,
1.0,5.0,30.0,198.28111815452576,0.07831813395023346,0.9849070310592651,0.0,38240.0,0.0,586.0,,,
2.0,5.0,30.0,198.31597805023193,0.07480945438146591,0.9857311844825745,0.0,38272.0,0.0,554.0,,,
3.0,5.0,30.0,182.742938041687,0.07803910970687866,0.9852933883666992,0.0,38255.0,0.0,571.0,,,
4.0,5.0,30.0,171.8631398677826,0.07460940629243851,0.9858084917068481,0.0,38275.0,0.0,551.0,,,
5.0,5.0,30.0,170.92299008369446,0.07447288930416107,0.9860145449638367,0.0,38283.0,0.0,543.0,,,
,,,,,,,,,,0.003895998001098633,927.8563771247864,
1.0,6.0,30.0,165.77630281448364,0.07684742659330368,0.9853706359863281,0.0,38258.0,0.0,568.0,,,
2.0,6.0,30.0,165.62655591964722,0.07557231187820435,0.9855509400367737,0.0,38265.0,0.0,561.0,,,
3.0,6.0,30.0,164.04909372329712,0.07167629897594452,0.9866584539413452,0.0,38308.0,0.0,518.0,,,
4.0,6.0,30.0,165.03657007217407,0.08020536601543427,0.9844434261322021,0.0,38222.0,0.0,604.0,,,
5.0,6.0,30.0,163.91177320480347,0.0804431214928627,0.9844691753387451,0.0,38223.0,0.0,603.0,,,
,,,,,,,,,,0.004091978073120117,829.7152638435364,
1.0,7.0,30.0,163.87518882751465,0.07372669875621796,0.9859887957572937,0.0,38282.0,0.0,544.0,,,
2.0,7.0,30.0,174.9976897239685,0.074123315513134,0.9865038990974426,0.0,38302.0,0.0,524.0,,,
3.0,7.0,30.0,193.14309787750244,0.07161875069141388,0.985499382019043,0.0,38263.0,0.0,563.0,,,
4.0,7.0,30.0,200.59722185134888,0.0701441764831543,0.98459792137146,0.0,38228.0,0.0,598.0,,,
5.0,7.0,30.0,178.56949591636658,0.07621180266141891,0.9852675795555115,0.0,38254.0,0.0,572.0,,,
,,,,,,,,,,0.006396055221557617,916.9727330207825,
1.0,8.0,30.0,178.20909094810486,0.07739338278770447,0.9849327802658081,0.0,38241.0,0.0,585.0,,,
2.0,8.0,30.0,229.2133629322052,0.07394375652074814,0.985962986946106,0.0,38281.0,0.0,545.0,,,
3.0,8.0,30.0,207.57156705856323,0.07683521509170532,0.9852933883666992,0.0,38255.0,0.0,571.0,,,
4.0,8.0,30.0,184.82924890518188,0.07411056011915207,0.9862463474273682,0.0,38292.0,0.0,534.0,,,
5.0,8.0,30.0,186.9899971485138,0.06756055355072021,0.985447883605957,0.0,38261.0,0.0,565.0,,,
,,,,,,,,,,0.0051152706146240234,992.9917030334473,
1.0,9.0,30.0,195.96676874160767,0.06835006177425385,0.9857569932937622,0.0,38273.0,0.0,553.0,,,
2.0,9.0,30.0,283.9130880832672,0.07701259851455688,0.9857827425003052,0.0,38274.0,0.0,552.0,,,
3.0,9.0,30.0,287.9139609336853,0.07914238423109055,0.9847009778022766,0.0,38232.0,0.0,594.0,,,
