FL round,Epoch,Client 1 Epoch Time (seconds),Client 1 Training Loss,Client 1 Training Accuracy,Client 2 Epoch Time (seconds),Client 2 Training Loss,Client 2 Training Accuracy,Client 3 Epoch Time (seconds),Client 3 Training Loss,Client 3 Training Accuracy,Client 4 Epoch Time (seconds),Client 4 Training Loss,Client 4 Training Accuracy,Client 5 Epoch Time (seconds),Client 5 Training Loss,Client 5 Training Accuracy,Server Aggregation Time (seconds),FL Round Time (seconds)
1,1,9.071258068084717,3.2677002222547817e+27,0.986838698387146,9.22521686553955,2.457000352520153e+27,0.9860402941703796,9.514900922775269,1.2989377846121488e+28,0.989105224609375,10.46364688873291,7.55064725726645e+27,0.9892082810401917,10.3802969455719,1.07624998880511e+28,0.9906505942344666,0.0001270771026611328,
1,2,11.758971214294434,1.8267096997783217e+25,0.9905217885971069,11.037305116653442,1.7761007258767983e+19,0.990032434463501,8.608675956726074,6.0944203135585786e+28,0.9912687540054321,6.880450963973999,1.2572379781553508e+20,0.9901612401008606,5.987294912338257,3.3393843919348965e+24,0.9857827425003052,7.987022399902344e-05,
1,3,5.456171035766602,2.4254147452698982e+28,0.9916550517082214,5.038502931594849,1.1842901006704697e+26,0.9915778040885925,4.8256919384002686,8.986320307461164e+26,0.985937237739563,4.784952640533447,1.3496739456308037e+28,0.990959644317627,4.513169050216675,8.964466219172739e+23,0.9906505942344666,6.4849853515625e-05,
1,4,4.330690145492554,1.7229547029200176e+28,0.990933895111084,4.3246800899505615,3.0793260562707797e+26,0.990908145904541,4.319968938827515,6.114801102825347e+27,0.9907535910606384,4.3362390995025635,2.056914113063923e+25,0.9898779392242432,4.323570013046265,1.352015945180739e+25,0.9911399483680725,6.699562072753906e-05,
1,5,4.3473920822143555,4.9379625828701967e+27,0.9866584539413452,4.409724235534668,1.7123333395611386e+19,0.9868902564048767,4.507405042648315,3.897666050891905e+26,0.9908566474914551,4.461660146713257,1.0470708589316887e+25,0.9888734221458435,4.60352087020874,1.3835463883651785e+27,0.9880234599113464,6.890296936035156e-05,
1,6,4.634716033935547,4.4452868240904e+28,0.9912430047988892,5.405670881271362,2.488889903083161e+27,0.9888991713523865,4.618709087371826,4.8816372650007415e+28,0.9914490580558777,4.800753355026245,1.6848501638880666e+28,0.9912687540054321,4.622304916381836,1.4176280393134421e+26,0.9820480942726135,6.866455078125e-05,
1,7,4.645267009735107,1.1248529388242905e+28,0.9898006319999695,4.822619915008545,1.6432724187250304e+22,0.9915520548820496,4.6693549156188965,2.641256697941441e+24,0.990058183670044,4.668046951293945,1.2243854881850905e+24,0.990882396697998,4.673379898071289,2.2542380582000507e+26,0.9893370270729065,7.009506225585938e-05,
1,8,4.603218078613281,6.334338607951664e+27,0.9878689646720886,4.61751389503479,1.7572984673441733e+28,0.990496039390564,4.668733358383179,1.8828664282420013e+28,0.9920929074287415,4.642957925796509,3.815039625421246e+25,0.9762787818908691,4.860124826431274,1.5885813803901872e+22,0.9880750179290771,7.128715515136719e-05,
1,9,4.6998231410980225,1.2534869736374468e+26,0.9887961745262146,4.46495795249939,2.5058082514000156e+25,0.9842116236686707,4.473161935806274,7.574155640340032e+26,0.9860145449638367,4.463362693786621,1.4056187293061113e+27,0.9916808605194092,4.479044198989868,1.5307919600873053e+24,0.990908145904541,6.508827209472656e-05,
1,10,4.812692880630493,1.83669785814474e+28,0.9911656975746155,4.584745168685913,7.141492676822246e+24,0.9862205982208252,4.618483781814575,2.9767224313923817e+20,0.9903930425643921,4.6346659660339355,4.004190116666824e+21,0.9898521900177002,4.6393067836761475,7.158458547266484e+22,0.9914490580558777,7.295608520507812e-05,
